draw,flips,value_gain
891,5,-0.014337429665860471
892,6,0.023859352604291582
893,3,-0.023807470412099994
894,3,-0.01366110015462077
895,4,0.03028860823463359
896,5,0.008945131652844709
897,4,0.027977506558339176
898,6,0.047029929773939425
899,6,0.04190586795606754
900,4,0.011486238323247348
901,5,-0.011243249260162106
902,4,0.006829820635233217
903,4,0.004110753190617348
904,4,-0.009488435639205829
905,4,0.015869271641491364
906,4,-0.006262454799585041
907,5,-0.017022636729587662
908,3,0.015017022530069805
909,2,0.005298872124277971
910,2,-0.0023919448968373947
911,8,-0.01307157377805165
912,4,-0.033079180924204955
913,4,-0.019241135485200445
914,5,0.03451336928173164
915,6,0.01633088524925383
916,4,-0.018748419358240228
917,6,-0.0087328148228887
918,2,-0.00333327108444185
919,3,-0.019305997932739093
920,4,0.012646110912801206
921,5,0.00787845537608508
922,4,8.090305653004918e-05
923,4,0.020808457095649296
924,3,0.02263234480641299
925,3,-0.02820391958334093
926,5,-0.0067209950506909
927,4,0.009731480819019785
928,5,0.012181885234531217
929,4,0.005610408925325553
930,4,-0.001002973676900862
931,5,-0.007259213245573494
932,4,-0.00016579353889904127
933,4,0.009699508752051346
934,4,-0.012495985064758202
935,4,0.00410681648810505
936,4,0.04467418293045034
937,4,-0.006203722680505655
938,4,-0.021284382770495606
939,6,0.018690884268172694
940,5,0.006670703149904264
941,3,0.00912803308456428
942,3,0.00659896026353955
943,3,-0.013386172003648686
944,4,0.041101540108134264
945,4,0.01283190363351236
946,4,-0.018609000710910546
947,3,0.011041965326538802
948,5,-0.0063356885119948666
949,5,0.006476695773649636
950,4,-0.005114655328451784
951,4,-0.005232398962852918
952,6,0.019930620411125557
953,3,-0.0036871516970164494
954,7,-0.017519842190586922
955,5,-0.006933593063809969
956,5,-0.02102821522805842
957,4,0.011098090467519648
958,4,0.035185006773369415
959,5,-0.018683041806652763
960,5,-0.029127798444045668
961,5,0.02269318141977006
962,5,-0.009412952341435793
963,5,0.009872319566031995
964,4,0.02429097884329424
965,4,-0.022936234138963653
966,5,0.02710055159710732
967,4,0.011311325028233433
968,7,0.02281355681757602
969,3,0.017082609082298608
970,5,-0.012668850000436462
971,4,0.02376606524888807
972,5,-0.01351329597427617
973,5,0.021631861219163814
974,3,-0.0037041538098958548
975,6,0.0016832867823863736
976,6,0.025873169087224777
977,4,0.0028357808418891677
978,4,0.0009098874455902484
979,7,0.023483323221322783
980,5,0.012898040817797905
981,5,0.009907574842536444
982,4,-0.010336910535638268
983,5,-0.011682653375732086
984,5,0.029083581004690936
985,3,-0.010145315788012515
986,4,0.07526103349657143
987,5,0.06956929318156288
988,5,-0.034161297614728
989,4,-0.020652123921299146
990,3,0.02650148110165595
991,5,0.029854973873276264
992,5,0.03092809466032295
993,4,-0.010704767727045126
994,5,-0.014235701810108395
995,5,0.020023751253499773
996,2,-0.003577224268266896
997,4,-0.015960791922365467
998,5,0.003221566980154998
999,4,-0.005769374106390514
1000,2,-0.016757865887980665
1001,4,-0.03861150962716792
1002,3,-0.004614629199721985
1003,5,-0.014881862877684705
1004,2,0.026894451022595744
1005,6,0.06344467676714272
1006,7,-0.042727694605586
1007,3,-0.011201293967475226
1008,4,-0.007672574635302576
1009,4,-0.004132415504615047
1010,3,-0.0040559810668543
1011,4,0.014790758811177793
1012,5,0.007378716992087569
1013,6,0.004699164972605642
1014,5,0.05909816355678573
1015,5,0.005601885311070818
1016,5,-0.00018198191115189173
1017,5,0.010254040911798804
1018,5,-0.008794667150225859
1019,7,0.013458353190682374
1020,3,0.00870754086449161
1021,6,-0.03629856180445632
1022,4,-0.007578461666925927
1023,4,-0.036753041025469925
1024,4,-0.002205474026783796
